w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,fail_level,elapsed
45.2,3.4,9.4,11.6,24.8,17.2,0.0,0.51,14.0,30.0,0.14,0.01,2.0,11.0,0.14,0.05,0.1,0.45,2.6,2.7,4.3,4.6,9.0,23.0,0.6,2.8,1.2,0.8,0.31,3.8,15,718982654105
12.8,5.8,2.2,15.2,21.2,43.6,0.0,0.5,14.0,14.0,0.105,0.02,2.0,27.0,0.14,0.05,0.1,0.32,2.4,1.3,3.8,3.0,26.0,12.0,1.9,0.4,4.8,1.1,1.28,2.9,15,1328197790434
34.4,1.0,4.6,11.6,12.8,10.0,0.0,0.5,14.0,28.0,0.07,0.06,2.0,10.0,0.07,0.03,0.1,0.48,1.2,2.9,4.6,3.4,18.0,1.0,4.0,1.2,4.8,0.4,0.11,2.0,15,1368184392865
21.2,4.6,11.8,26.0,4.4,46.0,0.0,0.5,14.0,15.0,0.14,0.07,2.0,16.0,0.105,0.04,0.1,0.27,0.4,0.5,1.9,1.8,15.0,18.0,4.9,0.5,2.4,2.0,0.29,1.3,15,290744873700
47.6,8.2,4.6,8.0,9.2,47.2,0.0,0.51,14.0,34.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.46,0.7,1.0,2.6,4.3,19.0,26.0,2.9,3.1,2.2,4.6,0.21,2.4,15,331348146917
45.2,3.4,9.4,18.8,3.2,10.0,0.0,0.5,14.0,31.0,0.175,0.05,2.0,6.0,0.105,0.04,0.1,0.45,0.3,3.1,1.2,2.5,21.0,21.0,2.0,0.1,3.6,2.2,0.16,1.0,15,1281334240683
36.8,1.0,2.2,20.0,8.0,37.6,0.0,0.51,14.0,35.0,0.14,0.02,2.0,13.0,0.07,0.03,0.1,0.4,1.0,2.7,3.5,3.8,25.0,29.0,4.2,1.6,0.3,1.4,0.6,1.7,15,773727864551
10.4,9.4,10.6,20.0,8.0,35.2,0.0,0.5,14.0,26.0,0.14,0.09,2.0,10.0,0.07,0.05,0.1,0.33,1.0,2.0,2.4,4.4,2.0,0.0,3.7,0.4,4.3,4.3,0.18,1.8,15,346397704523
40.4,9.4,11.8,24.8,6.8,18.4,0.0,0.51,14.0,35.0,0.105,0.03,2.0,6.0,0.14,0.08,0.1,0.27,0.6,4.2,3.6,2.7,5.0,28.0,1.7,1.9,0.8,4.4,0.36,1.3,15,397001604824
47.6,11.8,9.4,23.6,16.4,7.6,0.0,0.5,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.09,0.1,0.31,1.2,1.4,4.6,4.5,7.0,20.0,2.3,2.0,0.1,0.3,0.68,3.4,15,366914249709
29.6,7.0,11.8,16.4,16.4,26.8,0.0,0.5,14.0,23.0,0.14,0.04,2.0,16.0,0.035,0.03,0.1,0.46,1.0,0.8,2.7,2.4,27.0,12.0,0.5,3.5,1.8,0.8,0.22,2.3,15,308058170705
10.4,10.6,9.4,6.8,24.8,23.2,0.0,0.5,14.0,22.0,0.07,0.05,2.0,25.0,0.14,0.05,0.1,0.36,3.3,1.6,4.9,4.8,13.0,16.0,3.1,2.1,3.0,3.9,0.27,3.3,15,410512388204
9.2,10.6,11.8,24.8,12.8,12.4,0.0,0.5,14.0,9.0,0.175,0.05,2.0,19.0,0.14,0.05,0.1,0.36,1.5,0.6,4.8,5.0,25.0,21.0,5.0,3.2,4.0,3.7,0.24,1.7,15,281299399375
23.6,1.0,4.6,16.4,10.4,43.6,0.0,0.51,14.0,33.0,0.14,0.05,2.0,10.0,0.14,0.1,0.1,0.3,0.6,1.3,1.9,1.8,26.0,15.0,3.4,4.4,0.6,5.0,0.1,1.6,15,557247026848
46.4,4.6,8.2,11.6,16.4,25.6,0.0,0.5,14.0,9.0,0.035,0.02,2.0,28.0,0.175,0.07,0.1,0.35,2.2,0.8,2.9,4.2,1.0,7.0,0.2,2.8,2.6,0.2,0.32,2.8,15,724806731524
22.4,2.2,10.6,10.4,14.0,18.4,0.0,0.5,14.0,18.0,0.105,0.1,2.0,35.0,0.07,0.07,0.1,0.36,1.0,2.0,2.5,3.3,30.0,13.0,0.1,0.2,2.3,2.7,0.85,2.4,15,2148736828462
51.2,10.6,2.2,14.0,5.6,19.6,0.0,0.5,14.0,22.0,0.175,0.09,2.0,6.0,0.14,0.07,0.1,0.23,0.5,1.6,3.3,2.6,15.0,0.0,2.9,4.5,1.3,3.4,0.31,1.2,15,332794923788
11.6,7.0,11.8,12.8,3.2,28.0,0.0,0.51,14.0,9.0,0.105,0.03,2.0,23.0,0.14,0.02,0.1,0.23,0.4,0.9,1.4,5.0,25.0,6.0,2.9,1.4,1.6,1.4,0.26,1.3,15,176833520933
24.8,5.8,5.8,15.2,21.2,26.8,0.0,0.51,14.0,24.0,0.105,0.02,2.0,10.0,0.14,0.02,0.1,0.3,2.1,2.1,4.2,4.2,28.0,19.0,0.1,0.3,4.7,0.5,0.71,4.0,15,1563356036149
3.2,5.8,5.8,6.8,4.4,16.0,0.0,0.51,14.0,26.0,0.175,0.09,2.0,32.0,0.14,0.1,0.1,0.42,0.5,2.5,2.3,4.1,24.0,21.0,1.0,4.0,0.9,2.3,0.25,1.8,15,738149767130
11.6,5.8,4.6,21.2,17.6,19.6,0.0,0.51,14.0,21.0,0.105,0.02,2.0,8.0,0.175,0.04,0.1,0.25,1.8,1.9,4.2,3.1,6.0,5.0,2.9,3.8,0.8,4.9,0.57,2.8,15,276342525798
52.4,10.6,3.4,17.6,10.4,16.0,0.0,0.51,14.0,23.0,0.175,0.05,2.0,30.0,0.175,0.01,0.1,0.35,1.2,2.2,4.3,3.9,21.0,15.0,1.3,3.4,4.7,3.5,1.03,1.8,15,277517553082
24.8,2.2,9.4,20.0,20.0,25.6,0.0,0.5,14.0,28.0,0.035,0.02,2.0,9.0,0.14,0.06,0.1,0.32,2.0,1.5,3.3,3.8,3.0,12.0,1.6,1.6,2.6,2.7,0.49,2.9,15,731255667785
45.2,9.4,11.8,26.0,20.0,53.2,0.0,0.51,14.0,23.0,0.07,0.01,2.0,11.0,0.105,0.1,0.1,0.18,2.0,2.8,4.3,4.8,24.0,4.0,0.2,0.5,1.1,0.9,0.1,4.1,15,956509414051
39.2,5.8,8.2,15.2,15.2,12.4,0.0,0.5,14.0,33.0,0.175,0.1,2.0,21.0,0.175,0.04,0.1,0.36,0.7,4.0,4.1,3.2,25.0,11.0,1.5,4.7,1.1,2.8,0.32,1.3,15,271216928245
26.0,13.0,13.0,12.8,16.4,41.2,0.0,0.5,14.0,35.0,0.175,0.05,2.0,26.0,0.14,0.02,0.1,0.14,1.5,1.8,4.6,3.7,27.0,23.0,4.1,1.8,3.4,2.0,0.97,2.7,15,263279123999
42.8,11.8,11.8,20.0,12.8,49.6,0.0,0.51,14.0,18.0,0.105,0.07,2.0,35.0,0.105,0.03,0.1,0.42,1.0,1.7,4.3,3.3,18.0,9.0,4.3,0.2,1.3,2.7,0.21,1.5,15,1851538469681
24.8,13.0,4.6,9.2,23.6,23.2,0.0,0.51,14.0,10.0,0.035,0.03,2.0,33.0,0.14,0.07,0.1,0.35,1.2,0.9,4.3,5.0,12.0,24.0,4.4,2.5,4.6,0.1,0.23,4.0,15,1970142202324
27.2,11.8,2.2,12.8,5.6,38.8,0.0,0.5,14.0,23.0,0.07,0.06,2.0,21.0,0.14,0.02,0.1,0.38,0.3,1.8,3.1,4.6,1.0,12.0,4.6,0.9,2.4,0.1,0.28,2.0,15,1954394726175
24.8,11.8,11.8,20.0,5.6,11.2,0.0,0.51,14.0,33.0,0.035,0.01,2.0,23.0,0.175,0.09,0.1,0.48,0.7,0.5,3.3,4.2,15.0,29.0,3.0,2.7,0.9,1.5,0.15,2.0,15,566075374843
33.2,3.4,10.6,8.0,20.0,22.0,0.0,0.5,14.0,35.0,0.035,0.01,2.0,24.0,0.105,0.06,0.1,0.14,2.1,2.3,4.0,2.8,0.0,22.0,2.2,1.4,4.9,4.8,1.59,2.3,15,789531688025
39.2,10.6,5.8,24.8,3.2,28.0,0.0,0.51,14.0,34.0,0.105,0.04,2.0,28.0,0.105,0.1,0.1,0.2,0.2,1.6,2.1,2.3,29.0,10.0,2.8,3.5,1.5,2.9,0.13,1.0,15,1782924744435
29.6,7.0,5.8,14.0,26.0,36.4,0.0,0.51,14.0,33.0,0.105,0.07,2.0,10.0,0.14,0.04,0.1,0.4,1.3,2.6,4.4,4.7,12.0,14.0,2.7,1.4,0.1,4.3,0.34,3.9,15,2247953524649
52.4,5.8,7.0,11.6,5.6,50.8,0.0,0.51,14.0,27.0,0.175,0.08,2.0,17.0,0.105,0.03,0.1,0.19,0.6,2.4,2.4,3.2,1.0,27.0,2.3,0.5,0.4,1.0,0.18,1.1,15,455004678225
11.6,4.6,11.8,17.6,8.0,25.6,0.0,0.51,14.0,25.0,0.07,0.01,2.0,31.0,0.175,0.03,0.1,0.22,0.7,1.4,4.7,3.8,6.0,23.0,5.0,2.1,0.4,2.4,0.55,2.7,15,434543657692
38.0,3.4,9.4,16.4,15.2,5.2,0.0,0.51,14.0,13.0,0.175,0.03,2.0,10.0,0.14,0.04,0.1,0.23,0.9,1.5,4.1,2.3,9.0,3.0,4.3,2.6,4.0,0.2,0.52,1.3,15,565932956866
29.6,2.2,9.4,21.2,6.8,48.4,0.0,0.51,14.0,19.0,0.175,0.07,2.0,17.0,0.035,0.02,0.1,0.38,0.9,2.3,3.0,4.6,22.0,7.0,2.0,1.4,1.2,1.3,0.13,2.2,15,411412061410
28.4,5.8,5.8,4.4,21.2,17.2,0.0,0.5,14.0,12.0,0.175,0.01,2.0,20.0,0.105,0.05,0.1,0.18,2.3,1.4,4.3,4.3,22.0,17.0,4.4,5.0,2.2,2.5,0.89,4.0,15,437145546415
46.4,7.0,4.6,12.8,5.6,4.0,0.0,0.51,14.0,10.0,0.105,0.06,2.0,19.0,0.07,0.01,0.1,0.46,0.4,0.4,2.8,2.6,29.0,5.0,1.9,2.6,3.5,4.6,0.31,1.0,15,1490380264640
18.8,13.0,9.4,23.6,10.4,48.4,0.0,0.51,14.0,26.0,0.105,0.1,2.0,34.0,0.035,0.01,0.1,0.33,0.7,3.1,4.7,4.0,27.0,17.0,1.4,2.5,2.6,2.9,0.12,2.4,15,337890394331
41.6,11.8,3.4,24.8,6.8,53.2,0.0,0.5,14.0,29.0,0.105,0.05,2.0,33.0,0.07,0.06,0.1,0.19,0.6,3.7,3.6,4.0,1.0,28.0,4.4,4.7,3.5,1.2,0.13,2.7,15,3183922863362
34.4,4.6,11.8,10.4,12.8,11.2,0.0,0.5,14.0,29.0,0.105,0.02,2.0,13.0,0.035,0.02,0.1,0.02,1.7,2.0,5.0,4.4,10.0,15.0,4.6,0.1,3.7,1.0,0.3,4.2,15,705252601680
18.8,9.4,13.0,8.0,22.4,40.0,0.0,0.51,14.0,35.0,0.105,0.1,2.0,11.0,0.105,0.07,0.1,0.34,1.3,1.7,4.6,4.9,8.0,7.0,1.8,1.4,4.3,3.4,0.55,3.8,15,762558497514
39.2,7.0,1.0,20.0,5.6,20.8,0.0,0.51,14.0,27.0,0.14,0.07,2.0,9.0,0.175,0.09,0.1,0.41,0.4,1.3,2.0,4.3,28.0,0.0,4.6,3.1,3.2,3.8,0.24,1.5,15,2008437596672
21.2,4.6,9.4,16.4,5.6,49.6,0.0,0.51,14.0,25.0,0.07,0.01,2.0,26.0,0.14,0.1,0.1,0.36,0.5,0.4,1.6,4.9,21.0,10.0,4.8,4.4,3.9,2.9,0.23,1.2,15,566496846581
11.6,7.0,10.6,23.6,22.4,34.0,0.0,0.51,14.0,15.0,0.175,0.06,2.0,24.0,0.105,0.09,0.1,0.44,2.4,0.8,4.6,4.0,6.0,7.0,1.9,3.7,4.7,1.8,0.59,2.3,15,279691742775
48.8,4.6,2.2,9.2,23.6,46.0,0.0,0.5,14.0,34.0,0.07,0.07,2.0,19.0,0.175,0.02,0.1,0.37,2.2,3.2,4.9,4.2,19.0,25.0,2.8,4.2,3.9,4.4,1.8,2.4,15,1025679697257
21.2,3.4,8.2,17.6,6.8,17.2,0.0,0.51,14.0,30.0,0.175,0.02,2.0,21.0,0.14,0.08,0.1,0.16,0.8,1.0,4.2,4.0,25.0,13.0,0.4,5.0,2.5,3.2,0.25,1.3,15,418689766246
51.2,10.6,3.4,14.0,11.6,30.4,0.0,0.5,14.0,30.0,0.175,0.07,2.0,12.0,0.14,0.02,0.1,0.48,1.3,3.8,4.0,3.3,20.0,13.0,0.8,1.9,4.9,1.7,1.03,1.3,15,315483056612
30.8,11.8,10.6,8.0,22.4,44.8,0.0,0.51,14.0,27.0,0.105,0.1,2.0,34.0,0.105,0.1,0.1,0.22,2.7,3.4,4.6,4.0,15.0,11.0,4.8,0.9,0.1,1.5,1.99,2.3,15,392665602854
16.4,11.8,9.4,9.2,22.4,32.8,0.0,0.51,14.0,31.0,0.105,0.07,2.0,9.0,0.14,0.1,0.1,0.48,2.0,1.5,5.0,4.3,23.0,6.0,4.3,3.9,0.6,3.0,0.33,3.1,15,279381110240
50.0,8.2,4.6,8.0,8.0,8.8,0.0,0.5,14.0,34.0,0.07,0.04,2.0,17.0,0.035,0.01,0.1,0.24,0.7,3.3,1.8,1.6,30.0,15.0,3.3,0.4,3.6,1.1,0.63,1.1,15,393602426298
29.6,3.4,13.0,11.6,15.2,52.0,0.0,0.51,14.0,31.0,0.175,0.04,2.0,9.0,0.14,0.04,0.1,0.15,0.7,2.9,3.9,4.7,6.0,17.0,1.8,0.1,4.9,0.3,0.4,2.7,15,471876349766
5.6,2.2,2.2,12.8,8.0,29.2,0.0,0.51,14.0,32.0,0.175,0.02,2.0,17.0,0.14,0.04,0.1,0.39,0.9,3.9,3.4,3.9,5.0,19.0,4.1,4.7,3.8,0.4,0.61,3.1,15,367231736623
44.0,11.8,5.8,9.2,10.4,28.0,0.0,0.5,14.0,28.0,0.175,0.08,2.0,27.0,0.175,0.01,0.1,0.44,1.0,1.6,3.5,1.8,1.0,19.0,1.3,4.8,2.6,2.0,0.97,1.7,15,2160770395903
51.2,7.0,1.0,24.8,3.2,22.0,0.0,0.51,14.0,18.0,0.175,0.03,2.0,19.0,0.14,0.05,0.1,0.24,0.3,1.9,1.8,1.7,24.0,19.0,3.4,4.5,2.2,4.6,0.26,1.0,15,2789187745705
39.2,9.4,2.2,11.6,5.6,50.8,0.0,0.5,14.0,35.0,0.175,0.02,2.0,32.0,0.035,0.02,0.1,0.14,0.5,2.6,3.5,4.8,14.0,17.0,1.3,5.0,0.4,2.8,0.34,1.0,15,2210948369046
22.4,9.4,5.8,4.4,16.4,47.2,0.0,0.5,14.0,25.0,0.14,0.03,2.0,19.0,0.14,0.07,0.1,0.43,1.8,2.7,4.1,4.7,11.0,7.0,1.5,2.1,2.1,1.5,0.58,3.8,15,1942131396802
26.0,10.6,10.6,16.4,5.6,8.8,0.0,0.5,14.0,34.0,0.14,0.05,2.0,21.0,0.175,0.1,0.1,0.39,0.6,3.5,3.1,3.7,23.0,26.0,3.5,3.5,1.4,0.5,0.15,2.0,15,2127159551553
9.2,7.0,9.4,14.0,23.6,36.4,0.0,0.51,14.0,32.0,0.175,0.04,2.0,17.0,0.14,0.04,0.1,0.11,2.8,2.1,4.1,4.3,2.0,9.0,0.6,5.0,2.9,1.0,0.29,3.2,15,453580556492
27.2,5.8,5.8,5.6,5.6,19.6,0.0,0.51,14.0,32.0,0.175,0.01,2.0,7.0,0.105,0.05,0.1,0.44,0.7,3.6,3.1,1.5,4.0,7.0,1.7,3.0,2.6,4.2,0.48,1.0,15,305555454888
8.0,7.0,7.0,17.6,15.2,36.4,0.0,0.51,14.0,21.0,0.14,0.1,2.0,33.0,0.105,0.01,0.1,0.14,1.4,1.7,4.2,2.8,11.0,10.0,1.9,1.7,1.2,2.2,1.28,2.3,15,378141451071
28.4,8.2,4.6,15.2,6.8,11.2,0.0,0.5,14.0,33.0,0.14,0.08,2.0,31.0,0.035,0.01,0.1,0.36,0.9,3.9,3.6,1.7,13.0,14.0,0.7,2.7,0.6,0.5,0.1,1.6,15,2106721219475
51.2,11.8,4.6,22.4,26.0,22.0,0.0,0.51,14.0,35.0,0.07,0.03,2.0,11.0,0.07,0.04,0.1,0.42,1.5,3.2,4.7,4.1,1.0,25.0,4.7,5.0,1.4,2.4,0.21,3.6,15,392190223112
23.6,7.0,3.4,11.6,3.2,5.2,0.0,0.51,14.0,33.0,0.035,0.01,2.0,31.0,0.105,0.01,0.1,0.5,0.2,2.3,2.0,3.1,30.0,14.0,0.4,2.7,0.3,0.8,0.16,1.0,15,355465629636
24.8,1.0,10.6,23.6,11.6,14.8,0.0,0.5,14.0,34.0,0.175,0.1,2.0,10.0,0.07,0.03,0.1,0.46,1.3,1.3,3.0,3.7,16.0,22.0,4.1,1.3,4.1,4.0,0.33,2.3,15,578831336292
39.2,2.2,13.0,20.0,11.6,41.2,0.0,0.51,14.0,30.0,0.14,0.07,2.0,28.0,0.105,0.03,0.1,0.31,1.4,3.7,3.9,3.8,13.0,7.0,0.5,0.5,4.1,2.7,0.48,2.1,15,516964099470
8.0,2.2,11.8,18.8,18.8,48.4,0.0,0.51,14.0,28.0,0.175,0.04,2.0,6.0,0.105,0.05,0.1,0.19,0.9,1.7,4.5,4.2,7.0,20.0,3.9,2.0,1.9,2.5,0.52,1.4,15,316839332957
48.8,4.6,10.6,12.8,6.8,41.2,0.0,0.51,14.0,13.0,0.035,0.02,2.0,10.0,0.035,0.02,0.1,0.23,0.5,0.4,2.6,5.0,22.0,23.0,3.6,3.3,4.2,2.1,0.23,2.4,15,652845982290
46.4,2.2,7.0,5.6,23.6,32.8,0.0,0.51,14.0,17.0,0.14,0.09,2.0,15.0,0.07,0.05,0.1,0.31,0.9,1.2,4.3,3.7,16.0,14.0,4.1,0.7,2.4,2.6,0.83,2.8,15,904401050250
5.6,2.2,11.8,24.8,6.8,28.0,0.0,0.51,14.0,28.0,0.07,0.02,2.0,34.0,0.07,0.02,0.1,0.4,0.7,3.2,3.2,3.0,3.0,1.0,4.4,4.8,0.1,4.7,0.51,2.8,15,1788604009293
41.6,3.4,11.8,17.6,14.0,37.6,0.0,0.51,14.0,35.0,0.07,0.03,2.0,10.0,0.105,0.1,0.1,0.15,0.7,2.4,3.1,2.9,18.0,9.0,0.9,0.3,0.5,2.9,0.2,2.6,15,11717383635893
35.6,7.0,9.4,15.2,24.8,22.0,0.0,0.5,14.0,18.0,0.105,0.08,2.0,11.0,0.175,0.1,0.1,0.25,2.6,1.1,4.5,4.4,20.0,4.0,5.0,0.4,4.3,2.0,0.47,3.5,15,1697358650603
12.8,7.0,11.8,4.4,10.4,14.8,0.0,0.51,14.0,33.0,0.14,0.07,2.0,22.0,0.105,0.09,0.1,0.17,0.8,4.1,2.3,2.4,8.0,26.0,1.2,1.9,2.1,3.5,0.37,1.8,15,256316242709
14.0,3.4,5.8,12.8,20.0,7.6,0.0,0.5,14.0,11.0,0.105,0.08,2.0,18.0,0.07,0.05,0.1,0.45,2.6,0.5,4.0,4.3,7.0,21.0,0.9,4.4,3.1,2.7,0.13,2.2,15,2989978749788
23.6,10.6,9.4,21.2,6.8,47.2,0.0,0.51,14.0,20.0,0.105,0.09,2.0,31.0,0.105,0.04,0.1,0.4,0.7,2.4,4.5,2.0,24.0,24.0,4.1,4.1,4.5,1.3,0.36,1.4,15,1128344441567
14.0,11.8,3.4,23.6,15.2,34.0,0.0,0.5,14.0,5.0,0.14,0.05,2.0,25.0,0.105,0.01,0.1,0.18,2.0,0.4,3.3,5.0,30.0,12.0,0.2,3.4,1.9,1.5,0.27,2.4,15,296315497084
39.2,1.0,4.6,4.4,10.4,37.6,0.0,0.51,14.0,35.0,0.14,0.06,2.0,35.0,0.175,0.01,0.1,0.43,1.0,0.7,4.0,1.3,1.0,30.0,1.9,4.2,3.1,1.7,0.38,1.0,15,3907435092894
42.8,4.6,9.4,9.2,21.2,26.8,0.0,0.5,14.0,32.0,0.07,0.06,2.0,21.0,0.07,0.01,0.1,0.4,2.4,3.2,4.6,2.4,25.0,6.0,3.5,1.3,3.0,2.1,0.57,2.0,15,2747402924612
27.2,13.0,2.2,18.8,12.8,13.6,0.0,0.5,14.0,33.0,0.14,0.05,2.0,33.0,0.105,0.04,0.1,0.44,1.6,0.7,4.4,5.0,11.0,22.0,0.3,3.7,4.8,2.4,0.17,1.8,15,256513946202
21.2,3.4,1.0,3.2,6.8,20.8,0.0,0.5,14.0,24.0,0.035,0.03,2.0,28.0,0.105,0.08,0.1,0.16,0.9,0.3,2.7,4.5,7.0,21.0,4.8,3.7,3.7,3.0,0.13,2.2,15,4176536991792
12.8,3.4,7.0,12.8,24.8,44.8,0.0,0.5,14.0,33.0,0.175,0.03,2.0,10.0,0.14,0.06,0.1,0.45,2.6,0.8,4.1,3.9,27.0,5.0,2.9,3.0,3.9,1.8,0.46,3.6,15,419523670989
36.8,9.4,10.6,22.4,15.2,4.0,0.0,0.5,14.0,33.0,0.175,0.09,2.0,7.0,0.175,0.03,0.1,0.24,1.1,0.4,4.0,2.9,25.0,27.0,1.7,3.1,3.2,0.5,0.29,1.4,15,336182016556
42.8,4.6,3.4,17.6,3.2,49.6,0.0,0.5,14.0,17.0,0.14,0.03,2.0,28.0,0.105,0.01,0.1,0.07,0.3,2.2,1.8,4.9,6.0,25.0,1.2,0.3,2.2,1.1,0.2,1.1,15,600095212140
21.2,9.4,5.8,10.4,12.8,20.8,0.0,0.5,14.0,19.0,0.175,0.02,2.0,22.0,0.14,0.08,0.1,0.22,1.7,1.4,2.1,1.9,23.0,0.0,1.6,3.8,3.2,3.9,0.46,1.8,15,1445042438324
23.6,10.6,4.6,5.6,5.6,49.6,0.0,0.5,14.0,32.0,0.07,0.02,2.0,30.0,0.14,0.05,0.1,0.41,0.5,4.4,2.5,1.5,6.0,3.0,1.3,4.4,1.3,1.0,0.16,1.2,15,2707068983566
36.8,3.4,3.4,23.6,10.4,40.0,0.0,0.51,14.0,14.0,0.105,0.04,2.0,11.0,0.035,0.02,0.1,0.32,0.4,1.4,4.3,2.9,8.0,9.0,3.5,1.3,3.9,4.7,0.38,1.3,15,1831102769619
22.4,10.6,9.4,26.0,26.0,22.0,0.0,0.5,14.0,14.0,0.14,0.03,2.0,24.0,0.07,0.03,0.1,0.34,3.1,0.7,4.9,4.6,16.0,28.0,4.3,3.1,0.7,4.6,0.37,3.7,15,463985140509
40.4,11.8,8.2,22.4,9.2,34.0,0.0,0.51,14.0,22.0,0.105,0.01,2.0,27.0,0.105,0.09,0.1,0.37,1.0,2.4,2.0,2.0,2.0,26.0,2.1,2.3,2.7,4.1,0.18,1.9,15,563275436500
15.2,7.0,13.0,9.2,9.2,43.6,0.0,0.5,14.0,25.0,0.105,0.05,2.0,27.0,0.175,0.02,0.1,0.19,1.2,2.6,2.8,1.6,5.0,16.0,0.4,4.3,3.2,3.3,0.23,1.2,15,363803801520
8.0,13.0,7.0,20.0,15.2,5.2,0.0,0.51,14.0,30.0,0.14,0.05,2.0,12.0,0.105,0.02,0.1,0.33,0.9,3.6,3.9,4.9,17.0,26.0,0.6,0.2,0.8,0.5,0.5,1.6,15,785161728590
50.0,3.4,11.8,10.4,17.6,14.8,0.0,0.5,14.0,23.0,0.175,0.02,2.0,19.0,0.105,0.1,0.1,0.22,1.4,1.9,4.0,3.1,19.0,8.0,2.8,1.2,1.1,2.3,0.83,2.7,15,750278587549
38.0,13.0,4.6,18.8,6.8,37.6,0.0,0.51,14.0,25.0,0.14,0.04,2.0,7.0,0.105,0.1,0.1,0.16,0.9,2.2,2.2,3.9,13.0,10.0,1.2,0.2,0.9,0.4,0.14,1.7,15,290539437878
39.2,9.4,4.6,8.0,17.6,41.2,0.0,0.51,14.0,27.0,0.105,0.03,2.0,22.0,0.175,0.02,0.1,0.47,1.9,1.6,4.9,4.0,12.0,13.0,0.4,4.4,1.0,3.1,1.44,2.7,15,359008963702
23.6,9.4,2.2,9.2,16.4,42.4,0.0,0.51,14.0,22.0,0.105,0.07,2.0,35.0,0.105,0.05,0.1,0.28,2.0,2.4,4.0,4.5,24.0,2.0,4.2,4.8,0.5,1.3,1.85,2.3,15,371318730656
12.8,13.0,3.4,24.8,16.4,50.8,0.0,0.51,14.0,22.0,0.175,0.04,2.0,30.0,0.175,0.02,0.1,0.37,1.8,0.8,5.0,1.9,17.0,2.0,3.0,1.5,2.0,2.3,0.1,1.0,15,1562584200791
16.4,8.2,13.0,24.8,24.8,29.2,0.0,0.51,14.0,28.0,0.175,0.02,2.0,10.0,0.105,0.06,0.1,0.3,1.4,1.3,4.9,3.4,7.0,15.0,4.1,3.7,0.9,3.4,0.56,3.1,15,2221330225476
44.0,8.2,11.8,23.6,10.4,35.2,0.0,0.5,14.0,11.0,0.105,0.06,2.0,24.0,0.14,0.01,0.1,0.38,0.6,1.4,4.5,3.4,11.0,13.0,3.3,2.4,4.1,4.1,0.4,1.5,15,1969551346244
10.4,7.0,3.4,15.2,17.6,5.2,0.0,0.51,14.0,13.0,0.07,0.07,2.0,32.0,0.035,0.03,0.1,0.26,1.0,1.3,4.2,3.5,10.0,9.0,4.1,3.9,0.3,3.2,0.19,2.5,15,318547325267
45.2,2.2,7.0,11.6,21.2,28.0,0.0,0.51,14.0,17.0,0.07,0.03,2.0,19.0,0.14,0.06,0.1,0.47,2.6,2.1,3.9,2.8,3.0,10.0,3.6,0.3,1.3,0.1,0.15,2.6,15,851307374545
20.0,8.2,4.6,20.0,17.6,8.8,0.0,0.5,14.0,34.0,0.175,0.1,2.0,8.0,0.14,0.02,0.1,0.21,2.0,2.8,4.0,3.7,18.0,10.0,2.2,1.9,2.1,2.0,0.22,3.4,15,972475255314
50.0,4.6,4.6,5.6,6.8,46.0,0.0,0.5,14.0,30.0,0.105,0.07,2.0,10.0,0.105,0.05,0.1,0.45,0.7,3.2,2.5,4.6,4.0,2.0,3.8,1.6,3.0,3.5,0.35,2.3,15,2456144787303
42.8,3.4,3.4,4.4,6.8,42.4,0.0,0.5,14.0,29.0,0.14,0.01,2.0,33.0,0.175,0.05,0.1,0.2,0.8,3.7,2.8,2.0,6.0,8.0,1.5,0.1,3.9,0.3,0.35,1.4,15,502186664249
23.6,3.4,4.6,9.2,11.6,12.4,0.0,0.5,14.0,11.0,0.035,0.03,2.0,27.0,0.14,0.06,0.1,0.26,1.5,1.1,2.8,4.5,25.0,9.0,4.1,4.4,3.7,4.6,0.39,1.7,15,1380063630736
33.2,7.0,8.2,9.2,26.0,44.8,0.0,0.51,14.0,30.0,0.175,0.03,2.0,35.0,0.105,0.04,0.1,0.5,1.3,2.8,5.0,4.6,24.0,24.0,4.5,4.7,4.5,2.7,0.39,4.3,15,352579173258
12.8,13.0,3.4,10.4,14.0,14.8,0.0,0.51,14.0,23.0,0.175,0.01,2.0,16.0,0.035,0.02,0.1,0.36,0.6,0.6,2.4,3.5,26.0,22.0,2.3,1.9,0.2,1.5,0.21,2.3,15,221383199563
39.2,11.8,13.0,16.4,16.4,43.6,0.0,0.51,14.0,27.0,0.175,0.06,2.0,30.0,0.175,0.04,0.1,0.18,1.2,1.6,4.3,4.5,30.0,3.0,0.5,1.6,1.1,3.8,0.18,3.9,15,1672676509465
17.6,3.4,11.8,8.0,22.4,41.2,0.0,0.51,14.0,35.0,0.105,0.07,2.0,9.0,0.175,0.07,0.1,0.32,2.6,4.6,4.9,3.6,7.0,4.0,2.6,2.0,0.6,0.6,0.2,2.1,15,1915260356301
